SUMMARY
Total Runs,Passes,Fails,Pass Rate (%),Avg. Divergence (%),Std. Divergence (%),Avg. Total Steps,Avg. Divergent Steps
1000,0,1000,0.0,80.90299,2.226955925157162,842.827,683.111

RAW DATA
seed,total_steps,divergent_steps,divergence_pct,result,run_number
3010340306,770,618,80.26,FAILED,1
3589128254,768,616,80.21,FAILED,2
2796806531,765,611,79.87,FAILED,3
1405269617,855,673,78.71,FAILED,4
246263191,855,673,78.71,FAILED,5
887256621,764,612,80.1,FAILED,6
4269475548,945,796,84.23,FAILED,7
2207458638,944,795,84.22,FAILED,8
830938667,769,617,80.23,FAILED,9
3299762677,945,796,84.23,FAILED,10
780597962,856,674,78.74,FAILED,11
667697194,943,794,84.2,FAILED,12
2896029988,764,610,79.84,FAILED,13
3776314382,766,612,79.9,FAILED,14
252363740,769,617,80.23,FAILED,15
2176170482,764,612,80.1,FAILED,16
260386183,944,795,84.22,FAILED,17
444457322,767,613,79.92,FAILED,18
2412042732,943,794,84.2,FAILED,19
17981240,764,610,79.84,FAILED,20
3089284,858,676,78.79,FAILED,21
790076783,947,798,84.27,FAILED,22
1359576573,765,611,79.87,FAILED,23
4089063304,764,612,80.1,FAILED,24
2409276306,945,796,84.23,FAILED,25
1087792198,857,675,78.76,FAILED,26
1179076076,855,673,78.71,FAILED,27
665056242,764,610,79.84,FAILED,28
717247435,948,799,84.28,FAILED,29
2160217739,948,799,84.28,FAILED,30
800504601,768,614,79.95,FAILED,31
579866052,851,669,78.61,FAILED,32
831508989,767,615,80.18,FAILED,33
2921195892,767,615,80.18,FAILED,34
39372797,765,613,80.13,FAILED,35
4233951908,856,674,78.74,FAILED,36
3680139069,764,612,80.1,FAILED,37
3827932880,946,797,84.25,FAILED,38
3331445987,949,800,84.3,FAILED,39
460964647,762,608,79.79,FAILED,40
634862881,857,675,78.76,FAILED,41
2499662342,766,614,80.16,FAILED,42
943360430,763,609,79.82,FAILED,43
975616734,944,795,84.22,FAILED,44
3077017956,856,674,78.74,FAILED,45
3833799001,854,672,78.69,FAILED,46
2748644972,763,609,79.82,FAILED,47
2634637107,851,669,78.61,FAILED,48
2787781036,769,617,80.23,FAILED,49
2395994670,857,675,78.76,FAILED,50
314040825,948,799,84.28,FAILED,51
264925134,852,670,78.64,FAILED,52
2458315711,949,800,84.3,FAILED,53
1504865630,947,798,84.27,FAILED,54
1843396817,857,675,78.76,FAILED,55
857484129,945,796,84.23,FAILED,56
1878819069,766,614,80.16,FAILED,57
3954697599,766,614,80.16,FAILED,58
1815784675,856,674,78.74,FAILED,59
1338479985,947,798,84.27,FAILED,60
2612165812,855,673,78.71,FAILED,61
3341337058,949,800,84.3,FAILED,62
384819278,766,612,79.9,FAILED,63
2478891503,770,618,80.26,FAILED,64
60597586,853,671,78.66,FAILED,65
1723970588,763,609,79.82,FAILED,66
1923867721,944,795,84.22,FAILED,67
2578715831,944,795,84.22,FAILED,68
1863585133,945,796,84.23,FAILED,69
3078676755,765,611,79.87,FAILED,70
2525971795,766,614,80.16,FAILED,71
2613901292,947,798,84.27,FAILED,72
2289100450,944,795,84.22,FAILED,73
654496741,950,801,84.32,FAILED,74
3655338972,855,673,78.71,FAILED,75
1401756804,769,617,80.23,FAILED,76
814454967,769,617,80.23,FAILED,77
631095187,947,798,84.27,FAILED,78
3687598068,853,671,78.66,FAILED,79
2853039268,945,796,84.23,FAILED,80
3067923016,945,796,84.23,FAILED,81
266735766,944,795,84.22,FAILED,82
757024716,854,672,78.69,FAILED,83
2115899821,950,801,84.32,FAILED,84
1324933983,944,795,84.22,FAILED,85
3134792159,945,796,84.23,FAILED,86
1059345558,762,608,79.79,FAILED,87
3184983313,948,799,84.28,FAILED,88
