SUMMARY
Total Runs,Passes,Fails,Pass Rate (%),Avg. Divergence (%),Std. Divergence (%),Avg. Total Steps,Avg. Divergent Steps
200,0,200,0.0,80.96485000000001,2.0065808759075194,1164.64,942.97

RAW DATA
seed,total_steps,divergent_steps,divergence_pct,result,run_number
2304128606,1102,913,82.85,FAILED,1
2869386798,1064,864,81.2,FAILED,2
2250280328,1106,917,82.91,FAILED,3
1734494908,1361,1112,81.7,FAILED,4
1176823641,1060,860,81.13,FAILED,5
2111878807,1062,862,81.17,FAILED,6
3647655275,1101,912,82.83,FAILED,7
3400879626,1151,896,77.85,FAILED,8
1344027038,1103,914,82.86,FAILED,9
2297391109,1107,918,82.93,FAILED,10
872249776,1106,917,82.91,FAILED,11
464347185,1108,919,82.94,FAILED,12
361818841,1152,897,77.86,FAILED,13
2379029268,1061,861,81.15,FAILED,14
3354611704,1059,859,81.11,FAILED,15
3087225343,1145,890,77.73,FAILED,16
423961188,1059,859,81.11,FAILED,17
2793988020,1361,1112,81.7,FAILED,18
2598297579,1148,893,77.79,FAILED,19
522268802,1107,918,82.93,FAILED,20
1754635708,1104,915,82.88,FAILED,21
2527881787,1361,1112,81.7,FAILED,22
2721442303,1104,915,82.88,FAILED,23
3939239495,1108,919,82.94,FAILED,24
3071431562,1108,919,82.94,FAILED,25
2191473265,1147,892,77.77,FAILED,26
500842225,1152,897,77.86,FAILED,27
3802297599,1148,893,77.79,FAILED,28
4224081060,1150,895,77.83,FAILED,29
2922851823,1101,912,82.83,FAILED,30
2167807703,1105,916,82.9,FAILED,31
4075056074,1108,919,82.94,FAILED,32
2792727666,1058,858,81.1,FAILED,33
964400525,1358,1109,81.66,FAILED,34
1329688158,1150,895,77.83,FAILED,35
3385418998,1356,1107,81.64,FAILED,36
605655243,1105,916,82.9,FAILED,37
2777401920,1150,895,77.83,FAILED,38
3631502831,1149,894,77.81,FAILED,39
361348707,1101,912,82.83,FAILED,40
3656447346,1147,892,77.77,FAILED,41
3748304102,1105,916,82.9,FAILED,42
3072192069,1059,859,81.11,FAILED,43
2185392232,1061,861,81.15,FAILED,44
3921416953,1152,897,77.86,FAILED,45
4088113809,1360,1111,81.69,FAILED,46
1504066254,1145,890,77.73,FAILED,47
1605012659,1064,864,81.2,FAILED,48
752275572,1108,919,82.94,FAILED,49
2907569777,1148,893,77.79,FAILED,50
189407817,1145,890,77.73,FAILED,51
1051737722,1361,1112,81.7,FAILED,52
