SUMMARY
Total Runs,Passes,Fails,Pass Rate (%),Avg. Divergence (%),Std. Divergence (%),Avg. Total Steps,Avg. Divergent Steps
50,0,50,0.0,40.0054,5.026291370262523,839.84,339.54

RAW DATA
seed,total_steps,divergent_steps,divergence_pct,result,run_number
1161204875,944,453,47.99,FAILED,1
3136625912,768,278,36.2,FAILED,2
3929915461,768,269,35.03,FAILED,3
1202416571,857,338,39.44,FAILED,4
2364296927,766,278,36.29,FAILED,5
4048914527,858,338,39.39,FAILED,6
245611477,854,337,39.46,FAILED,7
889747142,767,278,36.25,FAILED,8
895825300,765,277,36.21,FAILED,9
1537731292,853,337,39.51,FAILED,10
3805256479,767,278,36.25,FAILED,11
3417776730,762,267,35.04,FAILED,12
3455291829,770,278,36.1,FAILED,13
3966897901,765,269,35.16,FAILED,14
385689091,945,454,48.04,FAILED,15
2928191392,947,453,47.84,FAILED,16
2769896855,944,453,47.99,FAILED,17
350716878,946,453,47.89,FAILED,18
2922301505,768,278,36.2,FAILED,19
1417047792,770,278,36.1,FAILED,20
3575888941,763,269,35.26,FAILED,21
3584571707,949,455,47.95,FAILED,22
387571930,854,337,39.46,FAILED,23
2400127562,856,337,39.37,FAILED,24
1962563501,945,454,48.04,FAILED,25
2311149461,853,337,39.51,FAILED,26
1217076006,854,337,39.46,FAILED,27
833115634,766,278,36.29,FAILED,28
685136543,765,277,36.21,FAILED,29
458209100,768,269,35.03,FAILED,30
3587010598,857,338,39.44,FAILED,31
2207326226,948,454,47.89,FAILED,32
2018560162,948,454,47.89,FAILED,33
1180350208,949,455,47.95,FAILED,34
343332238,765,269,35.16,FAILED,35
2756812092,770,278,36.1,FAILED,36
4102742164,857,338,39.44,FAILED,37
1440055438,768,269,35.03,FAILED,38
4064325021,858,338,39.39,FAILED,39
1040026147,948,454,47.89,FAILED,40
1290827593,766,269,35.12,FAILED,41
2221090888,946,453,47.89,FAILED,42
3621737956,858,338,39.39,FAILED,43
3267534106,762,267,35.04,FAILED,44
2950706546,854,337,39.46,FAILED,45
2124413061,768,269,35.03,FAILED,46
957283921,853,337,39.51,FAILED,47
3405922055,943,452,47.93,FAILED,48
1945397770,765,277,36.21,FAILED,49
1750365479,852,337,39.55,FAILED,50
