SUMMARY
Total Runs,Passes,Fails,Pass Rate (%),Avg. Divergence (%),Std. Divergence (%),Avg. Total Steps,Avg. Divergent Steps
50,0,50,0.0,59.166000000000004,0.8505676375941242,776.3,459.58

RAW DATA
seed,total_steps,divergent_steps,divergence_pct,result,run_number
1161204875,764,445,58.25,FAILED,1
3136625912,742,440,59.3,FAILED,2
3929915461,744,435,58.47,FAILED,3
1202416571,838,505,60.26,FAILED,4
2364296927,740,439,59.32,FAILED,5
4048914527,839,506,60.31,FAILED,6
245611477,835,504,60.36,FAILED,7
889747142,741,439,59.24,FAILED,8
895825300,739,439,59.4,FAILED,9
1537731292,834,503,60.31,FAILED,10
3805256479,741,439,59.24,FAILED,11
3417776730,738,431,58.4,FAILED,12
3455291829,744,441,59.27,FAILED,13
3966897901,741,432,58.3,FAILED,14
385689091,765,445,58.17,FAILED,15
2928191392,767,448,58.41,FAILED,16
2769896855,764,445,58.25,FAILED,17
350716878,766,446,58.22,FAILED,18
2922301505,742,440,59.3,FAILED,19
1417047792,744,441,59.27,FAILED,20
3575888941,739,432,58.46,FAILED,21
3584571707,769,449,58.39,FAILED,22
387571930,835,504,60.36,FAILED,23
2400127562,837,504,60.22,FAILED,24
1962563501,765,445,58.17,FAILED,25
2311149461,834,503,60.31,FAILED,26
1217076006,835,504,60.36,FAILED,27
833115634,740,439,59.32,FAILED,28
685136543,739,439,59.4,FAILED,29
458209100,744,435,58.47,FAILED,30
3587010598,838,505,60.26,FAILED,31
2207326226,768,449,58.46,FAILED,32
2018560162,768,449,58.46,FAILED,33
1180350208,769,449,58.39,FAILED,34
343332238,741,432,58.3,FAILED,35
2756812092,744,441,59.27,FAILED,36
4102742164,838,505,60.26,FAILED,37
1440055438,744,435,58.47,FAILED,38
4064325021,839,506,60.31,FAILED,39
1040026147,768,449,58.46,FAILED,40
1290827593,742,433,58.36,FAILED,41
2221090888,766,446,58.22,FAILED,42
3621737956,839,506,60.31,FAILED,43
3267534106,738,431,58.4,FAILED,44
2950706546,835,504,60.36,FAILED,45
2124413061,744,435,58.47,FAILED,46
957283921,834,503,60.31,FAILED,47
3405922055,763,443,58.06,FAILED,48
1945397770,739,439,59.4,FAILED,49
1750365479,833,502,60.26,FAILED,50
