SUMMARY
Total Runs,Passes,Fails,Pass Rate (%),Avg. Divergence (%),Std. Divergence (%),Avg. Total Steps,Avg. Divergent Steps
50,50,0,100.0,2.4872,0.29995264932441373,515.34,12.82

RAW DATA
seed,total_steps,divergent_steps,divergence_pct,result,run_number
1161204875,512,11,2.15,PASSED,1
3136625912,516,14,2.71,PASSED,2
3929915461,518,15,2.9,PASSED,3
1202416571,518,12,2.32,PASSED,4
2364296927,514,14,2.72,PASSED,5
4048914527,519,12,2.31,PASSED,6
245611477,515,12,2.33,PASSED,7
889747142,515,14,2.72,PASSED,8
895825300,513,14,2.73,PASSED,9
1537731292,514,12,2.33,PASSED,10
3805256479,515,14,2.72,PASSED,11
3417776730,512,15,2.93,PASSED,12
3455291829,518,14,2.7,PASSED,13
3966897901,515,15,2.91,PASSED,14
385689091,513,11,2.14,PASSED,15
2928191392,515,11,2.14,PASSED,16
2769896855,512,11,2.15,PASSED,17
350716878,514,11,2.14,PASSED,18
2922301505,516,14,2.71,PASSED,19
1417047792,518,14,2.7,PASSED,20
3575888941,513,15,2.92,PASSED,21
3584571707,517,11,2.13,PASSED,22
387571930,515,12,2.33,PASSED,23
2400127562,517,12,2.32,PASSED,24
1962563501,513,11,2.14,PASSED,25
2311149461,514,12,2.33,PASSED,26
1217076006,515,12,2.33,PASSED,27
833115634,514,14,2.72,PASSED,28
685136543,513,14,2.73,PASSED,29
458209100,518,15,2.9,PASSED,30
3587010598,518,12,2.32,PASSED,31
2207326226,516,11,2.13,PASSED,32
2018560162,516,11,2.13,PASSED,33
1180350208,517,11,2.13,PASSED,34
343332238,515,15,2.91,PASSED,35
2756812092,518,14,2.7,PASSED,36
4102742164,518,12,2.32,PASSED,37
1440055438,518,15,2.9,PASSED,38
4064325021,519,12,2.31,PASSED,39
1040026147,516,11,2.13,PASSED,40
1290827593,516,15,2.91,PASSED,41
2221090888,514,11,2.14,PASSED,42
3621737956,519,12,2.31,PASSED,43
3267534106,512,15,2.93,PASSED,44
2950706546,515,12,2.33,PASSED,45
2124413061,518,15,2.9,PASSED,46
957283921,514,12,2.33,PASSED,47
3405922055,511,11,2.15,PASSED,48
1945397770,513,14,2.73,PASSED,49
1750365479,513,12,2.34,PASSED,50
