SUMMARY
Total Runs,Passes,Fails,Pass Rate (%),Avg. Divergence (%),Std. Divergence (%),Avg. Total Steps,Avg. Divergent Steps
50,50,0,100.0,6.8536,1.4020564488330296,839.84,57.66

RAW DATA
seed,total_steps,divergent_steps,divergence_pct,result,run_number
1161204875,944,56,5.93,PASSED,1
3136625912,768,50,6.51,PASSED,2
3929915461,768,41,5.34,PASSED,3
1202416571,857,76,8.87,PASSED,4
2364296927,766,50,6.53,PASSED,5
4048914527,858,76,8.86,PASSED,6
245611477,854,76,8.9,PASSED,7
889747142,767,50,6.52,PASSED,8
895825300,765,51,6.67,PASSED,9
1537731292,853,76,8.91,PASSED,10
3805256479,767,50,6.52,PASSED,11
3417776730,762,42,5.51,PASSED,12
3455291829,770,50,6.49,PASSED,13
3966897901,765,41,5.36,PASSED,14
385689091,945,56,5.93,PASSED,15
2928191392,947,56,5.91,PASSED,16
2769896855,944,56,5.93,PASSED,17
350716878,946,56,5.92,PASSED,18
2922301505,768,50,6.51,PASSED,19
1417047792,770,50,6.49,PASSED,20
3575888941,763,41,5.37,PASSED,21
3584571707,949,56,5.9,PASSED,22
387571930,854,76,8.9,PASSED,23
2400127562,856,76,8.88,PASSED,24
1962563501,945,56,5.93,PASSED,25
2311149461,853,76,8.91,PASSED,26
1217076006,854,76,8.9,PASSED,27
833115634,766,50,6.53,PASSED,28
685136543,765,51,6.67,PASSED,29
458209100,768,41,5.34,PASSED,30
3587010598,857,76,8.87,PASSED,31
2207326226,948,56,5.91,PASSED,32
2018560162,948,56,5.91,PASSED,33
1180350208,949,56,5.9,PASSED,34
343332238,765,41,5.36,PASSED,35
2756812092,770,50,6.49,PASSED,36
4102742164,857,76,8.87,PASSED,37
1440055438,768,41,5.34,PASSED,38
4064325021,858,76,8.86,PASSED,39
1040026147,948,56,5.91,PASSED,40
1290827593,766,41,5.35,PASSED,41
2221090888,946,56,5.92,PASSED,42
3621737956,858,76,8.86,PASSED,43
3267534106,762,42,5.51,PASSED,44
2950706546,854,76,8.9,PASSED,45
2124413061,768,41,5.34,PASSED,46
957283921,853,76,8.91,PASSED,47
3405922055,943,56,5.94,PASSED,48
1945397770,765,51,6.67,PASSED,49
1750365479,852,76,8.92,PASSED,50
